,Driver,Name_x,URL_x,Year_x,Race_Result,DNG_Reason,Match,Unnamed: 0,Serial,URL_y,Name_y,Year_y
166,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4674/,2002,1,Null,80-uddeholm-swedish-rally-2002,29.0,30.0,/final/80-uddeholm-swedish-rally-2002/,80-uddeholm-swedish-rally-2002,2002.0
444,Colin McRae,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4843/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",81-tour-de-corse-rallye-de-france-2002,30.0,31.0,/final/81-tour-de-corse-rallye-de-france-2002/,81-tour-de-corse-rallye-de-france-2002,2002.0
386,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4842/,2002,6,Null,81-tour-de-corse-rallye-de-france-2002,30.0,31.0,/final/81-tour-de-corse-rallye-de-france-2002/,81-tour-de-corse-rallye-de-france-2002,2002.0
1021,Tommi Mäkinen,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4847/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",81-tour-de-corse-rallye-de-france-2002,30.0,31.0,/final/81-tour-de-corse-rallye-de-france-2002/,81-tour-de-corse-rallye-de-france-2002,2002.0
443,Colin McRae,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4904/,2002,6,Null,82-rally-catalunya-costa-brava-rally-de-espana-2002,31.0,32.0,/final/82-rally-catalunya-costa-brava-rally-de-espana-2002/,82-rally-catalunya-costa-brava-rally-de-espana-2002,2002.0
165,Sébastien Loeb,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4916/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>",82-rally-catalunya-costa-brava-rally-de-espana-2002,31.0,32.0,/final/82-rally-catalunya-costa-brava-rally-de-espana-2002/,82-rally-catalunya-costa-brava-rally-de-espana-2002,2002.0
1020,Tommi Mäkinen,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4908/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",82-rally-catalunya-costa-brava-rally-de-espana-2002,31.0,32.0,/final/82-rally-catalunya-costa-brava-rally-de-espana-2002/,82-rally-catalunya-costa-brava-rally-de-espana-2002,2002.0
385,Carlos Sainz,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4903/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",82-rally-catalunya-costa-brava-rally-de-espana-2002,31.0,32.0,/final/82-rally-catalunya-costa-brava-rally-de-espana-2002/,82-rally-catalunya-costa-brava-rally-de-espana-2002,2002.0
1019,Tommi Mäkinen,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5084/,2002,3,Null,83-cyprus-rally-2002,32.0,33.0,/final/83-cyprus-rally-2002/,83-cyprus-rally-2002,2002.0
384,Carlos Sainz,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5078/,2002,1,Null,83-cyprus-rally-2002,32.0,33.0,/final/83-cyprus-rally-2002/,83-cyprus-rally-2002,2002.0
442,Colin McRae,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5079/,2002,6,Null,83-cyprus-rally-2002,32.0,33.0,/final/83-cyprus-rally-2002/,83-cyprus-rally-2002,2002.0
383,Carlos Sainz,Rally Argentina,/entryinfo/84-rally-argentina-2002/5138/,2002,1,Null,84-rally-argentina-2002,33.0,34.0,/final/84-rally-argentina-2002/,84-rally-argentina-2002,2002.0
1018,Tommi Mäkinen,Rally Argentina,/entryinfo/84-rally-argentina-2002/5143/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",84-rally-argentina-2002,33.0,34.0,/final/84-rally-argentina-2002/,84-rally-argentina-2002,2002.0
441,Colin McRae,Rally Argentina,/entryinfo/84-rally-argentina-2002/5139/,2002,3,Null,84-rally-argentina-2002,33.0,34.0,/final/84-rally-argentina-2002/,84-rally-argentina-2002,2002.0
382,Carlos Sainz,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5206/,2002,3,Null,85-acropolis-rally-2002,34.0,35.0,/final/85-acropolis-rally-2002/,85-acropolis-rally-2002,2002.0
1017,Tommi Mäkinen,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5211/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",85-acropolis-rally-2002,34.0,35.0,/final/85-acropolis-rally-2002/,85-acropolis-rally-2002,2002.0
440,Colin McRae,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5207/,2002,1,Null,85-acropolis-rally-2002,34.0,35.0,/final/85-acropolis-rally-2002/,85-acropolis-rally-2002,2002.0
164,Sébastien Loeb,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5221/,2002,7,Null,85-acropolis-rally-2002,34.0,35.0,/final/85-acropolis-rally-2002/,85-acropolis-rally-2002,2002.0
381,Carlos Sainz,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5295/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil pump                            </div>",86-inmarsat-safari-rally-2002,35.0,36.0,/final/86-inmarsat-safari-rally-2002/,86-inmarsat-safari-rally-2002,2002.0
163,Sébastien Loeb,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5309/,2002,5,Null,86-inmarsat-safari-rally-2002,35.0,36.0,/final/86-inmarsat-safari-rally-2002/,86-inmarsat-safari-rally-2002,2002.0
439,Colin McRae,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5296/,2002,1,Null,86-inmarsat-safari-rally-2002,35.0,36.0,/final/86-inmarsat-safari-rally-2002/,86-inmarsat-safari-rally-2002,2002.0
1016,Tommi Mäkinen,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5300/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>",86-inmarsat-safari-rally-2002,35.0,36.0,/final/86-inmarsat-safari-rally-2002/,86-inmarsat-safari-rally-2002,2002.0
1015,Tommi Mäkinen,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5436/,2002,6,Null,87-neste-rally-finland-2002,36.0,37.0,/final/87-neste-rally-finland-2002/,87-neste-rally-finland-2002,2002.0
162,Sébastien Loeb,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5444/,2002,1,Null,87-neste-rally-finland-2002,36.0,37.0,/final/87-neste-rally-finland-2002/,87-neste-rally-finland-2002,2002.0
438,Colin McRae,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5431/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fire                            </div>",87-neste-rally-finland-2002,36.0,37.0,/final/87-neste-rally-finland-2002/,87-neste-rally-finland-2002,2002.0
737,Mikko Hirvonen,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5492/,2002,2,Null,87-neste-rally-finland-2002,36.0,37.0,/final/87-neste-rally-finland-2002/,87-neste-rally-finland-2002,2002.0
380,Carlos Sainz,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5430/,2002,4,Null,87-neste-rally-finland-2002,36.0,37.0,/final/87-neste-rally-finland-2002/,87-neste-rally-finland-2002,2002.0
1014,Tommi Mäkinen,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5518/,2002,7,Null,88-adac-rallye-deutschland-2002,37.0,38.0,/final/88-adac-rallye-deutschland-2002/,88-adac-rallye-deutschland-2002,2002.0
437,Colin McRae,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5514/,2002,4,Null,88-adac-rallye-deutschland-2002,37.0,38.0,/final/88-adac-rallye-deutschland-2002/,88-adac-rallye-deutschland-2002,2002.0
161,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5527/,2002,1,Null,88-adac-rallye-deutschland-2002,37.0,38.0,/final/88-adac-rallye-deutschland-2002/,88-adac-rallye-deutschland-2002,2002.0
379,Carlos Sainz,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5513/,2002,8,Null,88-adac-rallye-deutschland-2002,37.0,38.0,/final/88-adac-rallye-deutschland-2002/,88-adac-rallye-deutschland-2002,2002.0
378,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5599/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil leak                            </div>",89-rallye-sanremo-rallye-ditalia-2002,38.0,39.0,/final/89-rallye-sanremo-rallye-ditalia-2002/,89-rallye-sanremo-rallye-ditalia-2002,2002.0
1013,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5603/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Transmission                            </div>",89-rallye-sanremo-rallye-ditalia-2002,38.0,39.0,/final/89-rallye-sanremo-rallye-ditalia-2002/,89-rallye-sanremo-rallye-ditalia-2002,2002.0
736,Mikko Hirvonen,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5647/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Over time limit                            </div>",89-rallye-sanremo-rallye-ditalia-2002,38.0,39.0,/final/89-rallye-sanremo-rallye-ditalia-2002/,89-rallye-sanremo-rallye-ditalia-2002,2002.0
436,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5600/,2002,8,Null,89-rallye-sanremo-rallye-ditalia-2002,38.0,39.0,/final/89-rallye-sanremo-rallye-ditalia-2002/,89-rallye-sanremo-rallye-ditalia-2002,2002.0
435,Colin McRae,Propecia Rally New Zealand,/entryinfo/91-propecia-rally-new-zealand-2002/5062/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",91-propecia-rally-new-zealand-2002,39.0,40.0,/final/91-propecia-rally-new-zealand-2002/,91-propecia-rally-new-zealand-2002,2002.0
1012,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/91-propecia-rally-new-zealand-2002/5066/,2002,3,Null,91-propecia-rally-new-zealand-2002,39.0,40.0,/final/91-propecia-rally-new-zealand-2002/,91-propecia-rally-new-zealand-2002,2002.0
377,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/91-propecia-rally-new-zealand-2002/5061/,2002,4,Null,91-propecia-rally-new-zealand-2002,39.0,40.0,/final/91-propecia-rally-new-zealand-2002/,91-propecia-rally-new-zealand-2002,2002.0
160,Sébastien Loeb,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/5004/,2002,7,Null,92-telstra-rally-australia-2002,40.0,41.0,/final/92-telstra-rally-australia-2002/,92-telstra-rally-australia-2002,2002.0
434,Colin McRae,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/4991/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Radiator                            </div>",92-telstra-rally-australia-2002,40.0,41.0,/final/92-telstra-rally-australia-2002/,92-telstra-rally-australia-2002,2002.0
376,Carlos Sainz,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/4990/,2002,4,Null,92-telstra-rally-australia-2002,40.0,41.0,/final/92-telstra-rally-australia-2002/,92-telstra-rally-australia-2002,2002.0
1011,Tommi Mäkinen,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/4996/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded - car weight                            </div>",92-telstra-rally-australia-2002,40.0,41.0,/final/92-telstra-rally-australia-2002/,92-telstra-rally-australia-2002,2002.0
375,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4773/,2002,3,Null,93-network-q-rally-of-great-britain-2002,41.0,42.0,/final/93-network-q-rally-of-great-britain-2002/,93-network-q-rally-of-great-britain-2002,2002.0
159,Sébastien Loeb,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4788/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>",93-network-q-rally-of-great-britain-2002,41.0,42.0,/final/93-network-q-rally-of-great-britain-2002/,93-network-q-rally-of-great-britain-2002,2002.0
1010,Tommi Mäkinen,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4779/,2002,4,Null,93-network-q-rally-of-great-britain-2002,41.0,42.0,/final/93-network-q-rally-of-great-britain-2002/,93-network-q-rally-of-great-britain-2002,2002.0
735,Mikko Hirvonen,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4794/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",93-network-q-rally-of-great-britain-2002,41.0,42.0,/final/93-network-q-rally-of-great-britain-2002/,93-network-q-rally-of-great-britain-2002,2002.0
433,Colin McRae,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4774/,2002,5,Null,93-network-q-rally-of-great-britain-2002,41.0,42.0,/final/93-network-q-rally-of-great-britain-2002/,93-network-q-rally-of-great-britain-2002,2002.0
432,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3467/,2003,2,Null,65-rallye-automobile-monte-carlo-2003,42.0,43.0,/final/65-rallye-automobile-monte-carlo-2003/,65-rallye-automobile-monte-carlo-2003,2003.0
374,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3469/,2003,3,Null,65-rallye-automobile-monte-carlo-2003,42.0,43.0,/final/65-rallye-automobile-monte-carlo-2003/,65-rallye-automobile-monte-carlo-2003,2003.0
1009,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3459/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",65-rallye-automobile-monte-carlo-2003,42.0,43.0,/final/65-rallye-automobile-monte-carlo-2003/,65-rallye-automobile-monte-carlo-2003,2003.0
158,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3468/,2003,1,Null,65-rallye-automobile-monte-carlo-2003,42.0,43.0,/final/65-rallye-automobile-monte-carlo-2003/,65-rallye-automobile-monte-carlo-2003,2003.0
734,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3456/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",65-rallye-automobile-monte-carlo-2003,42.0,43.0,/final/65-rallye-automobile-monte-carlo-2003/,65-rallye-automobile-monte-carlo-2003,2003.0
157,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3574/,2003,7,Null,66-uddeholm-swedish-rally-2003,43.0,44.0,/final/66-uddeholm-swedish-rally-2003/,66-uddeholm-swedish-rally-2003,2003.0
733,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3565/,2003,1,Null,66-uddeholm-swedish-rally-2003,43.0,44.0,/final/66-uddeholm-swedish-rally-2003/,66-uddeholm-swedish-rally-2003,2003.0
373,Carlos Sainz,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3575/,2003,9,Null,66-uddeholm-swedish-rally-2003,43.0,44.0,/final/66-uddeholm-swedish-rally-2003/,66-uddeholm-swedish-rally-2003,2003.0
1008,Tommi Mäkinen,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3567/,2003,2,Null,66-uddeholm-swedish-rally-2003,43.0,44.0,/final/66-uddeholm-swedish-rally-2003/,66-uddeholm-swedish-rally-2003,2003.0
431,Colin McRae,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3573/,2003,5,Null,66-uddeholm-swedish-rally-2003,43.0,44.0,/final/66-uddeholm-swedish-rally-2003/,66-uddeholm-swedish-rally-2003,2003.0
1007,Tommi Mäkinen,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3762/,2003,8,Null,67-rally-of-turkey-2003,44.0,45.0,/final/67-rally-of-turkey-2003/,67-rally-of-turkey-2003,2003.0
372,Carlos Sainz,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3769/,2003,1,Null,67-rally-of-turkey-2003,44.0,45.0,/final/67-rally-of-turkey-2003/,67-rally-of-turkey-2003,2003.0
156,Sébastien Loeb,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3768/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                No fuel                            </div>",67-rally-of-turkey-2003,44.0,45.0,/final/67-rally-of-turkey-2003/,67-rally-of-turkey-2003,2003.0
430,Colin McRae,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3767/,2003,4,Null,67-rally-of-turkey-2003,44.0,45.0,/final/67-rally-of-turkey-2003/,67-rally-of-turkey-2003,2003.0
732,Mikko Hirvonen,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3760/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>",67-rally-of-turkey-2003,44.0,45.0,/final/67-rally-of-turkey-2003/,67-rally-of-turkey-2003,2003.0
1006,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4501/,2003,7,Null,68-propecia-rally-new-zealand-2003,45.0,46.0,/final/68-propecia-rally-new-zealand-2003/,68-propecia-rally-new-zealand-2003,2003.0
155,Sébastien Loeb,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4508/,2003,4,Null,68-propecia-rally-new-zealand-2003,45.0,46.0,/final/68-propecia-rally-new-zealand-2003/,68-propecia-rally-new-zealand-2003,2003.0
371,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4509/,2003,1,Null,68-propecia-rally-new-zealand-2003,45.0,46.0,/final/68-propecia-rally-new-zealand-2003/,68-propecia-rally-new-zealand-2003,2003.0
