,Driver,Name_x,URL_x,Year_x,Race_Result,DNG_Reason,Match,Unnamed: 0,Serial,URL_y,Name_y,Year_y
618,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/2369-adac-rallye-deutschland-2011/123100/,2011,4,Null,2369-adac-rallye-deutschland-2011,168.0,169.0,/final/2369-adac-rallye-deutschland-2011/,2369-adac-rallye-deutschland-2011,2011.0
308,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/2369-adac-rallye-deutschland-2011/123099/,2011,1,Null,2369-adac-rallye-deutschland-2011,168.0,169.0,/final/2369-adac-rallye-deutschland-2011/,2369-adac-rallye-deutschland-2011,2011.0
36,Sébastien Loeb,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125376/,2011,1,Null,2370-repco-rally-australia-2011,169.0,170.0,/final/2370-repco-rally-australia-2011/,2370-repco-rally-australia-2011,2011.0
617,Mikko Hirvonen,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125378/,2011,1,Null,2370-repco-rally-australia-2011,169.0,170.0,/final/2370-repco-rally-australia-2011/,2370-repco-rally-australia-2011,2011.0
307,Sébastien Ogier,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125377/,2011,1,Null,2370-repco-rally-australia-2011,169.0,170.0,/final/2370-repco-rally-australia-2011/,2370-repco-rally-australia-2011,2011.0
616,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128197/,2011,3,Null,2371-rallye-de-france-alsace-2011,170.0,171.0,/final/2371-rallye-de-france-alsace-2011/,2371-rallye-de-france-alsace-2011,2011.0
35,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128195/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",2371-rallye-de-france-alsace-2011,170.0,171.0,/final/2371-rallye-de-france-alsace-2011/,2371-rallye-de-france-alsace-2011,2011.0
573,Elfyn Evans,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128244/,2011,1,Null,2371-rallye-de-france-alsace-2011,170.0,171.0,/final/2371-rallye-de-france-alsace-2011/,2371-rallye-de-france-alsace-2011,2011.0
306,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128196/,2011,1,Null,2371-rallye-de-france-alsace-2011,170.0,171.0,/final/2371-rallye-de-france-alsace-2011/,2371-rallye-de-france-alsace-2011,2011.0
305,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130723/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",2372-rallyracc-catalunya-costa-daurada-2011,171.0,172.0,/final/2372-rallyracc-catalunya-costa-daurada-2011/,2372-rallyracc-catalunya-costa-daurada-2011,2011.0
34,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130722/,2011,1,Null,2372-rallyracc-catalunya-costa-daurada-2011,171.0,172.0,/final/2372-rallyracc-catalunya-costa-daurada-2011/,2372-rallyracc-catalunya-costa-daurada-2011,2011.0
615,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130724/,2011,2,Null,2372-rallyracc-catalunya-costa-daurada-2011,171.0,172.0,/final/2372-rallyracc-catalunya-costa-daurada-2011/,2372-rallyracc-catalunya-costa-daurada-2011,2011.0
852,Ott Tänak,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132823/,2011,6,Null,2373-wales-rally-gb-2011,172.0,173.0,/final/2373-wales-rally-gb-2011/,2373-wales-rally-gb-2011,2011.0
614,Mikko Hirvonen,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132811/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",2373-wales-rally-gb-2011,172.0,173.0,/final/2373-wales-rally-gb-2011/,2373-wales-rally-gb-2011,2011.0
304,Sébastien Ogier,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132812/,2011,1,Null,2373-wales-rally-gb-2011,172.0,173.0,/final/2373-wales-rally-gb-2011/,2373-wales-rally-gb-2011,2011.0
33,Sébastien Loeb,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132810/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident on road section                            </div>",2373-wales-rally-gb-2011,172.0,173.0,/final/2373-wales-rally-gb-2011/,2373-wales-rally-gb-2011,2011.0
572,Elfyn Evans,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132864/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",2373-wales-rally-gb-2011,172.0,173.0,/final/2373-wales-rally-gb-2011/,2373-wales-rally-gb-2011,2011.0
613,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139282/,2012,4,Null,3363-rallye-automobile-monte-carlo-2012,173.0,174.0,/final/3363-rallye-automobile-monte-carlo-2012/,3363-rallye-automobile-monte-carlo-2012,2012.0
303,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139298/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",3363-rallye-automobile-monte-carlo-2012,173.0,174.0,/final/3363-rallye-automobile-monte-carlo-2012/,3363-rallye-automobile-monte-carlo-2012,2012.0
994,Thierry Neuville,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139296/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",3363-rallye-automobile-monte-carlo-2012,173.0,174.0,/final/3363-rallye-automobile-monte-carlo-2012/,3363-rallye-automobile-monte-carlo-2012,2012.0
32,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139281/,2012,1,Null,3363-rallye-automobile-monte-carlo-2012,173.0,174.0,/final/3363-rallye-automobile-monte-carlo-2012/,3363-rallye-automobile-monte-carlo-2012,2012.0
851,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139285/,2012,8,Null,3363-rallye-automobile-monte-carlo-2012,173.0,174.0,/final/3363-rallye-automobile-monte-carlo-2012/,3363-rallye-automobile-monte-carlo-2012,2012.0
612,Mikko Hirvonen,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139838/,2012,2,Null,3488-rally-sweden-2012,174.0,175.0,/final/3488-rally-sweden-2012/,3488-rally-sweden-2012,2012.0
302,Sébastien Ogier,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139865/,2012,1,Null,3488-rally-sweden-2012,174.0,175.0,/final/3488-rally-sweden-2012/,3488-rally-sweden-2012,2012.0
993,Thierry Neuville,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139855/,2012,1,Null,3488-rally-sweden-2012,174.0,175.0,/final/3488-rally-sweden-2012/,3488-rally-sweden-2012,2012.0
31,Sébastien Loeb,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139837/,2012,6,Null,3488-rally-sweden-2012,174.0,175.0,/final/3488-rally-sweden-2012/,3488-rally-sweden-2012,2012.0
850,Ott Tänak,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139841/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",3488-rally-sweden-2012,174.0,175.0,/final/3488-rally-sweden-2012/,3488-rally-sweden-2012,2012.0
301,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143029/,2012,8,Null,3489-rally-guanajuato-mexico-2012,175.0,176.0,/final/3489-rally-guanajuato-mexico-2012/,3489-rally-guanajuato-mexico-2012,2012.0
992,Thierry Neuville,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143019/,2012,1,Null,3489-rally-guanajuato-mexico-2012,175.0,176.0,/final/3489-rally-guanajuato-mexico-2012/,3489-rally-guanajuato-mexico-2012,2012.0
30,Sébastien Loeb,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143012/,2012,1,Null,3489-rally-guanajuato-mexico-2012,175.0,176.0,/final/3489-rally-guanajuato-mexico-2012/,3489-rally-guanajuato-mexico-2012,2012.0
849,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143016/,2012,5,Null,3489-rally-guanajuato-mexico-2012,175.0,176.0,/final/3489-rally-guanajuato-mexico-2012/,3489-rally-guanajuato-mexico-2012,2012.0
611,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143013/,2012,2,Null,3489-rally-guanajuato-mexico-2012,175.0,176.0,/final/3489-rally-guanajuato-mexico-2012/,3489-rally-guanajuato-mexico-2012,2012.0
848,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145289/,2012,1,Null,3490-vodafone-rally-de-portugal-2012,176.0,177.0,/final/3490-vodafone-rally-de-portugal-2012/,3490-vodafone-rally-de-portugal-2012,2012.0
610,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145286/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded                            </div>",3490-vodafone-rally-de-portugal-2012,176.0,177.0,/final/3490-vodafone-rally-de-portugal-2012/,3490-vodafone-rally-de-portugal-2012,2012.0
300,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145304/,2012,7,Null,3490-vodafone-rally-de-portugal-2012,176.0,177.0,/final/3490-vodafone-rally-de-portugal-2012/,3490-vodafone-rally-de-portugal-2012,2012.0
29,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145285/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",3490-vodafone-rally-de-portugal-2012,176.0,177.0,/final/3490-vodafone-rally-de-portugal-2012/,3490-vodafone-rally-de-portugal-2012,2012.0
991,Thierry Neuville,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145292/,2012,8,Null,3490-vodafone-rally-de-portugal-2012,176.0,177.0,/final/3490-vodafone-rally-de-portugal-2012/,3490-vodafone-rally-de-portugal-2012,2012.0
299,Sébastien Ogier,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147711/,2012,7,Null,3491-philips-rally-argentina-2012,177.0,178.0,/final/3491-philips-rally-argentina-2012/,3491-philips-rally-argentina-2012,2012.0
28,Sébastien Loeb,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147697/,2012,1,Null,3491-philips-rally-argentina-2012,177.0,178.0,/final/3491-philips-rally-argentina-2012/,3491-philips-rally-argentina-2012,2012.0
847,Ott Tänak,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147701/,2012,1,Null,3491-philips-rally-argentina-2012,177.0,178.0,/final/3491-philips-rally-argentina-2012/,3491-philips-rally-argentina-2012,2012.0
609,Mikko Hirvonen,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147698/,2012,2,Null,3491-philips-rally-argentina-2012,177.0,178.0,/final/3491-philips-rally-argentina-2012/,3491-philips-rally-argentina-2012,2012.0
990,Thierry Neuville,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147704/,2012,5,Null,3491-philips-rally-argentina-2012,177.0,178.0,/final/3491-philips-rally-argentina-2012/,3491-philips-rally-argentina-2012,2012.0
608,Mikko Hirvonen,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150505/,2012,2,Null,3492-acropolis-rally-2012,178.0,179.0,/final/3492-acropolis-rally-2012/,3492-acropolis-rally-2012,2012.0
846,Ott Tänak,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150508/,2012,9,Null,3492-acropolis-rally-2012,178.0,179.0,/final/3492-acropolis-rally-2012/,3492-acropolis-rally-2012,2012.0
298,Sébastien Ogier,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150518/,2012,7,Null,3492-acropolis-rally-2012,178.0,179.0,/final/3492-acropolis-rally-2012/,3492-acropolis-rally-2012,2012.0
989,Thierry Neuville,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150511/,2012,6,Null,3492-acropolis-rally-2012,178.0,179.0,/final/3492-acropolis-rally-2012/,3492-acropolis-rally-2012,2012.0
27,Sébastien Loeb,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150504/,2012,1,Null,3492-acropolis-rally-2012,178.0,179.0,/final/3492-acropolis-rally-2012/,3492-acropolis-rally-2012,2012.0
845,Ott Tänak,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152976/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",3493-brother-rally-new-zealand-2012,179.0,180.0,/final/3493-brother-rally-new-zealand-2012/,3493-brother-rally-new-zealand-2012,2012.0
988,Thierry Neuville,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152978/,2012,5,Null,3493-brother-rally-new-zealand-2012,179.0,180.0,/final/3493-brother-rally-new-zealand-2012/,3493-brother-rally-new-zealand-2012,2012.0
607,Mikko Hirvonen,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152973/,2012,2,Null,3493-brother-rally-new-zealand-2012,179.0,180.0,/final/3493-brother-rally-new-zealand-2012/,3493-brother-rally-new-zealand-2012,2012.0
26,Sébastien Loeb,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152972/,2012,1,Null,3493-brother-rally-new-zealand-2012,179.0,180.0,/final/3493-brother-rally-new-zealand-2012/,3493-brother-rally-new-zealand-2012,2012.0
987,Thierry Neuville,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161947/,2012,1,Null,3494-neste-oil-rally-finland-2012,180.0,181.0,/final/3494-neste-oil-rally-finland-2012/,3494-neste-oil-rally-finland-2012,2012.0
297,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161956/,2012,1,Null,3494-neste-oil-rally-finland-2012,180.0,181.0,/final/3494-neste-oil-rally-finland-2012/,3494-neste-oil-rally-finland-2012,2012.0
844,Ott Tänak,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161944/,2012,6,Null,3494-neste-oil-rally-finland-2012,180.0,181.0,/final/3494-neste-oil-rally-finland-2012/,3494-neste-oil-rally-finland-2012,2012.0
606,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161941/,2012,2,Null,3494-neste-oil-rally-finland-2012,180.0,181.0,/final/3494-neste-oil-rally-finland-2012/,3494-neste-oil-rally-finland-2012,2012.0
25,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161940/,2012,1,Null,3494-neste-oil-rally-finland-2012,180.0,181.0,/final/3494-neste-oil-rally-finland-2012/,3494-neste-oil-rally-finland-2012,2012.0
296,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167093/,2012,6,Null,3497-adac-rallye-deutschland-2012,181.0,182.0,/final/3497-adac-rallye-deutschland-2012/,3497-adac-rallye-deutschland-2012,2012.0
843,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167082/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",3497-adac-rallye-deutschland-2012,181.0,182.0,/final/3497-adac-rallye-deutschland-2012/,3497-adac-rallye-deutschland-2012,2012.0
605,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167079/,2012,3,Null,3497-adac-rallye-deutschland-2012,181.0,182.0,/final/3497-adac-rallye-deutschland-2012/,3497-adac-rallye-deutschland-2012,2012.0
986,Thierry Neuville,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167085/,2012,1,Null,3497-adac-rallye-deutschland-2012,181.0,182.0,/final/3497-adac-rallye-deutschland-2012/,3497-adac-rallye-deutschland-2012,2012.0
24,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167078/,2012,1,Null,3497-adac-rallye-deutschland-2012,181.0,182.0,/final/3497-adac-rallye-deutschland-2012/,3497-adac-rallye-deutschland-2012,2012.0
842,Ott Tänak,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173623/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",3498-wales-rally-gb-2012,182.0,183.0,/final/3498-wales-rally-gb-2012/,3498-wales-rally-gb-2012,2012.0
604,Mikko Hirvonen,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173620/,2012,5,Null,3498-wales-rally-gb-2012,182.0,183.0,/final/3498-wales-rally-gb-2012/,3498-wales-rally-gb-2012,2012.0
23,Sébastien Loeb,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173619/,2012,2,Null,3498-wales-rally-gb-2012,182.0,183.0,/final/3498-wales-rally-gb-2012/,3498-wales-rally-gb-2012,2012.0
295,Sébastien Ogier,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173633/,2012,1,Null,3498-wales-rally-gb-2012,182.0,183.0,/final/3498-wales-rally-gb-2012/,3498-wales-rally-gb-2012,2012.0
985,Thierry Neuville,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173626/,2012,7,Null,3498-wales-rally-gb-2012,182.0,183.0,/final/3498-wales-rally-gb-2012/,3498-wales-rally-gb-2012,2012.0
294,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178379/,2012,1,Null,3499-rallye-de-france-alsace-2012,183.0,184.0,/final/3499-rallye-de-france-alsace-2012/,3499-rallye-de-france-alsace-2012,2012.0
22,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178365/,2012,1,Null,3499-rallye-de-france-alsace-2012,183.0,184.0,/final/3499-rallye-de-france-alsace-2012/,3499-rallye-de-france-alsace-2012,2012.0
841,Ott Tänak,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178369/,2012,6,Null,3499-rallye-de-france-alsace-2012,183.0,184.0,/final/3499-rallye-de-france-alsace-2012/,3499-rallye-de-france-alsace-2012,2012.0
984,Thierry Neuville,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178372/,2012,4,Null,3499-rallye-de-france-alsace-2012,183.0,184.0,/final/3499-rallye-de-france-alsace-2012/,3499-rallye-de-france-alsace-2012,2012.0
603,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178366/,2012,3,Null,3499-rallye-de-france-alsace-2012,183.0,184.0,/final/3499-rallye-de-france-alsace-2012/,3499-rallye-de-france-alsace-2012,2012.0
21,Sébastien Loeb,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188855/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Steering                            </div>",3500-rally-italia-sardegna-2012,184.0,185.0,/final/3500-rally-italia-sardegna-2012/,3500-rally-italia-sardegna-2012,2012.0
602,Mikko Hirvonen,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188857/,2012,1,Null,3500-rally-italia-sardegna-2012,184.0,185.0,/final/3500-rally-italia-sardegna-2012/,3500-rally-italia-sardegna-2012,2012.0
840,Ott Tänak,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188864/,2012,3,Null,3500-rally-italia-sardegna-2012,184.0,185.0,/final/3500-rally-italia-sardegna-2012/,3500-rally-italia-sardegna-2012,2012.0
983,Thierry Neuville,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188867/,2012,1,Null,3500-rally-italia-sardegna-2012,184.0,185.0,/final/3500-rally-italia-sardegna-2012/,3500-rally-italia-sardegna-2012,2012.0
293,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188877/,2012,5,Null,3500-rally-italia-sardegna-2012,184.0,185.0,/final/3500-rally-italia-sardegna-2012/,3500-rally-italia-sardegna-2012,2012.0
982,Thierry Neuville,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194315/,2012,1,Null,3502-rallyracc-catalunya-costa-daurada-2012,185.0,186.0,/final/3502-rallyracc-catalunya-costa-daurada-2012/,3502-rallyracc-catalunya-costa-daurada-2012,2012.0
292,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194325/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",3502-rallyracc-catalunya-costa-daurada-2012,185.0,186.0,/final/3502-rallyracc-catalunya-costa-daurada-2012/,3502-rallyracc-catalunya-costa-daurada-2012,2012.0
601,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194309/,2012,3,Null,3502-rallyracc-catalunya-costa-daurada-2012,185.0,186.0,/final/3502-rallyracc-catalunya-costa-daurada-2012/,3502-rallyracc-catalunya-costa-daurada-2012,2012.0
20,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194308/,2012,1,Null,3502-rallyracc-catalunya-costa-daurada-2012,185.0,186.0,/final/3502-rallyracc-catalunya-costa-daurada-2012/,3502-rallyracc-catalunya-costa-daurada-2012,2012.0
839,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194312/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",3502-rallyracc-catalunya-costa-daurada-2012,185.0,186.0,/final/3502-rallyracc-catalunya-costa-daurada-2012/,3502-rallyracc-catalunya-costa-daurada-2012,2012.0
19,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234716/,2013,1,Null,5887-rallye-automobile-monte-carlo-2013,186.0,187.0,/final/5887-rallye-automobile-monte-carlo-2013/,5887-rallye-automobile-monte-carlo-2013,2013.0
981,Thierry Neuville,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234783/,2013,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",5887-rallye-automobile-monte-carlo-2013,186.0,187.0,/final/5887-rallye-automobile-monte-carlo-2013/,5887-rallye-automobile-monte-carlo-2013,2013.0
291,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234719/,2013,2,Null,5887-rallye-automobile-monte-carlo-2013,186.0,187.0,/final/5887-rallye-automobile-monte-carlo-2013/,5887-rallye-automobile-monte-carlo-2013,2013.0
600,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234773/,2013,4,Null,5887-rallye-automobile-monte-carlo-2013,186.0,187.0,/final/5887-rallye-automobile-monte-carlo-2013/,5887-rallye-automobile-monte-carlo-2013,2013.0
980,Thierry Neuville,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244690/,2013,5,Null,6532-rally-sweden-2013,187.0,188.0,/final/6532-rally-sweden-2013/,6532-rally-sweden-2013,2013.0
18,Sébastien Loeb,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244677/,2013,2,Null,6532-rally-sweden-2013,187.0,188.0,/final/6532-rally-sweden-2013/,6532-rally-sweden-2013,2013.0
290,Sébastien Ogier,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244687/,2013,1,Null,6532-rally-sweden-2013,187.0,188.0,/final/6532-rally-sweden-2013/,6532-rally-sweden-2013,2013.0
599,Mikko Hirvonen,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244680/,2013,1,Null,6532-rally-sweden-2013,187.0,188.0,/final/6532-rally-sweden-2013/,6532-rally-sweden-2013,2013.0
598,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/6533-rally-guanajuato-mexico-2013/265227/,2013,2,Null,6533-rally-guanajuato-mexico-2013,188.0,189.0,/final/6533-rally-guanajuato-mexico-2013/,6533-rally-guanajuato-mexico-2013,2013.0
979,Thierry Neuville,Rally Guanajuato Mexico,/entryinfo/6533-rally-guanajuato-mexico-2013/265239/,2013,3,Null,6533-rally-guanajuato-mexico-2013,188.0,189.0,/final/6533-rally-guanajuato-mexico-2013/,6533-rally-guanajuato-mexico-2013,2013.0
289,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/6533-rally-guanajuato-mexico-2013/265236/,2013,1,Null,6533-rally-guanajuato-mexico-2013,188.0,189.0,/final/6533-rally-guanajuato-mexico-2013/,6533-rally-guanajuato-mexico-2013,2013.0
597,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/6534-vodafone-rally-de-portugal-2013/283417/,2013,2,Null,6534-vodafone-rally-de-portugal-2013,189.0,190.0,/final/6534-vodafone-rally-de-portugal-2013/,6534-vodafone-rally-de-portugal-2013,2013.0
978,Thierry Neuville,Vodafone Rally de Portugal,/entryinfo/6534-vodafone-rally-de-portugal-2013/283426/,2013,1,Null,6534-vodafone-rally-de-portugal-2013,189.0,190.0,/final/6534-vodafone-rally-de-portugal-2013/,6534-vodafone-rally-de-portugal-2013,2013.0
288,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/6534-vodafone-rally-de-portugal-2013/283423/,2013,1,Null,6534-vodafone-rally-de-portugal-2013,189.0,190.0,/final/6534-vodafone-rally-de-portugal-2013/,6534-vodafone-rally-de-portugal-2013,2013.0
977,Thierry Neuville,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295722/,2013,5,Null,6535-philips-led-rally-argentina-2013,190.0,191.0,/final/6535-philips-led-rally-argentina-2013/,6535-philips-led-rally-argentina-2013,2013.0
17,Sébastien Loeb,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295714/,2013,1,Null,6535-philips-led-rally-argentina-2013,190.0,191.0,/final/6535-philips-led-rally-argentina-2013/,6535-philips-led-rally-argentina-2013,2013.0
287,Sébastien Ogier,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295719/,2013,2,Null,6535-philips-led-rally-argentina-2013,190.0,191.0,/final/6535-philips-led-rally-argentina-2013/,6535-philips-led-rally-argentina-2013,2013.0
596,Mikko Hirvonen,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295715/,2013,6,Null,6535-philips-led-rally-argentina-2013,190.0,191.0,/final/6535-philips-led-rally-argentina-2013/,6535-philips-led-rally-argentina-2013,2013.0
595,Mikko Hirvonen,Acropolis Rally,/entryinfo/6536-acropolis-rally-2013/320267/,2013,8,Null,6536-acropolis-rally-2013,191.0,192.0,/final/6536-acropolis-rally-2013/,6536-acropolis-rally-2013,2013.0
976,Thierry Neuville,Acropolis Rally,/entryinfo/6536-acropolis-rally-2013/320263/,2013,3,Null,6536-acropolis-rally-2013,191.0,192.0,/final/6536-acropolis-rally-2013/,6536-acropolis-rally-2013,2013.0
